-0.835,0.445,0,1,
-0.822,0.443,0,1,
-0.81,0.437,0,1,
-0.803,0.431,0,1,
-0.796,0.421,0,1,
-0.792,0.411,0,1,
-0.79,0.4,0,1,
-0.792,0.39,0,1,
-0.795,0.38,0,1,
-0.801,0.371,0,1,
-0.81,0.361,0,1,
-0.822,0.357,0,1,
-0.835,0.355,0,1,
-0.848,0.357,0,1,
-0.86,0.361,0,1,
-0.869,0.371,0,1,
-0.875,0.38,0,1,
-0.878,0.39,0,1,
-0.88,0.4,0,1,
-0.878,0.411,0,1,
-0.874,0.421,0,1,
-0.868,0.431,0,1,
-0.86,0.437,0,1,
-0.848,0.443,0,1,
-0.835,0.445,0,1,
-1,1
-0.57,0.445,0,1,
-0.556,0.443,0,1,
-0.545,0.437,0,1,
-0.538,0.431,0,1,
-0.534,0.424,0,1,
-0.53,0.411,0,1,
-0.53,0.389,0,1,
-0.534,0.376,0,1,
-0.538,0.369,0,1,
-0.545,0.363,0,1,
-0.556,0.357,0,1,
-0.57,0.355,0,1,
-0.705,0.355,0,1,
-0.719,0.357,0,1,
-0.73,0.363,0,1,
-0.737,0.369,0,1,
-0.741,0.376,0,1,
-0.745,0.389,0,1,
-0.745,0.411,0,1,
-0.741,0.424,0,1,
-0.737,0.431,0,1,
-0.73,0.437,0,1,
-0.719,0.443,0,1,
-0.705,0.445,0,1,
-0.719,0.443,0,1,
-0.705,0.445,0,1,
